LocusLink	Name	P-value	Description
3708	ITPR1	0.0134344	"inositol 1,4,5-triphosphate receptor, type 1.IP3R; IP3R1; Insp3r1.inositol 1,4,5-triphosphate receptor, type 1."
1956	EGFR	0.0134913	"epidermal growth factor receptor (erythroblastic leukemia viral (v-erb-b) oncogene homolog, avian).ERBB; ERBB1.epidermal growth factor receptor (erythroblastic leukemia viral (v-erb-b) oncogene homolog, avian)."
25927		0.0137113	DKFZP566K1924 protein.
10537	UBD	0.0138663	ubiquitin D.FAT10.diubiquitin.
10333	TLR6	0.0139581	toll-like receptor 6..toll-like receptor 6.
80170	C14orf157	0.0141056	chromosome 14 open reading frame 157.FLJ12294.chromosome 14 open reading frame 157.
55359		0.0142303	hypothetical protein DKFZp761P1010.
3174	HNF4G	0.0142845	"hepatocyte nuclear factor 4, gamma.NR2A2.hepatocyte nuclear factor 4, gamma."
7049	TGFBR3	0.0142919	"transforming growth factor, beta receptor III (betaglycan, 300kDa)..transforming growth factor, beta receptor III (betaglycan, 300kDa)."
3239	HOXD13	0.0142939	homeo box D13.SPD; HOX4I.homeo box D13.
80134		0.0144391	hypothetical protein FLJ23604.
23345	SYNE1	0.0144478	"spectrin repeat containing, nuclear envelope 1.8B; CPG2; MYNE1; MYNE-1; SYNE-1; SYNE-1B; KIAA0796; KIAA1262; KIAA1756; nesprin-1.nesprin 1 isoform longer."
6926	TBX3	0.0145471	T-box 3 (ulnar mammary syndrome).UMS; XHL; TBX3-ISO.T-box 3 protein isoform 2.
3397	ID1	0.0145811	"inhibitor of DNA binding 1, dominant negative helix-loop-helix protein.ID.inhibitor of DNA binding 1 isoform b."
1140	CHRNB1	0.0145977	"cholinergic receptor, nicotinic, beta polypeptide 1 (muscle).ACHRB; CHRNB.nicotinic acetylcholine receptor beta subunit precursor."
26151		0.0147352	DKFZP564C103 protein.
10103		0.0147798	NET-1.tetraspan 1.
23476	BRD4	0.0148986	bromodomain containing 4.CAP; MCAP; HUNKI.bromodomain-containing protein 4 isoform short.
8794	TNFRSF10C	0.0150242	"tumor necrosis factor receptor superfamily, member 10c, decoy without an intracellular domain.LIT; DCR1; TRID; TRAILR3.tumor necrosis factor receptor superfamily, member 10c precursor."
3575	IL7R	0.0151881	interleukin 7 receptor.CD127; CDW127; IL-7R-alpha.interleukin 7 receptor precursor.
8942	KYNU	0.0153475	kynureninase (L-kynurenine hydrolase)..kynureninase (L-kynurenine hydrolase).
3075	HF1	0.0155031	H factor 1 (complement).HF; CFH; HUS; FHL1.H factor 1 (complement).
2116	ETV2	0.0155995	ets variant gene 2.ER71..
3755	KCNG1	0.0156199	"potassium voltage-gated channel, subfamily G, member 1.K13; KH2; kH2; KCNG; KV6.1; MGC12878.potassium voltage-gated channel, subfamily G, member 1 isoform 2."
10288	LILRB2	0.0157099	"leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 2.ILT4; LIR2; CD85D; LIR-2; MIR10; MIR-10.leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 2."
26022		0.015777	DKFZP564K1964 protein.Low similarity to a region of D-type cyclin-interacting protein DIP1|Proteome
9232	PTTG1	0.0158543	pituitary tumor-transforming 1.EAP1; PTTG; HPTTG; TUTR1; SECURIN.pituitary tumor-transforming protein 1.
55358		0.0158856	hypothetical protein DKFZp761K1423.
8722	CTSF	0.0160276	cathepsin F.CATSF.cathepsin F.
10223	GPA33	0.0162352	glycoprotein A33 (transmembrane).A33.transmembrane glycoprotein A33 precursor.
10238		0.0162719	AN11.WD-repeat protein.
7450	VWF	0.0163033	von Willebrand factor.VWD; F8VWF.von Willebrand factor precursor.
7041	TGFB1I1	0.0163287	transforming growth factor beta 1 induced transcript 1.HIC5; ARA55; HIC-5; TSC-5.androgen receptor coactivator ARA55.
23647	ARFIP2	0.0163458	ADP-ribosylation factor interacting protein 2 (arfaptin 2).POR1.ADP-ribosylation factor interacting protein 2 (arfaptin 2).
55240		0.0166153	FLJ10829.dudulin 2.Contains a region of high similarity to STEAP; may be a six transmembrane epithelial antigen of the prostate|Proteome
51001		0.0166846	CGI-12 protein.
26960	NBEA	0.0167737	neurobeachin.BCL8B; FLJ10197; KIAA1544.neurobeachin.
5187	PER1	0.0169425	period homolog 1 (Drosophila).PER; RIGUI.period 1.
57730		0.0170353	FLJ21281..
4017	LOXL2	0.0172223	lysyl oxidase-like 2.WS9-14.lysyl oxidase-like 2.
7032	TFF2	0.0172275	trefoil factor 2 (spasmolytic protein 1).SP; SML1.trefoil factor 2.
6263	RYR3	0.0172965	ryanodine receptor 3..ryanodine receptor 3.
84992		0.0180513	hypothetical protein MGC14156.
5609	MAP2K7	0.0181091	mitogen-activated protein kinase kinase 7.MKK7; Jnkk2; MAPKK7; PRKMK7.mitogen-activated protein kinase kinase 7.
9817	KEAP1	0.018375	kelch-like ECH-associated protein 1.INrf2; MGC1114; MGC4407; MGC9454; KIAA0132; MGC10630; MGC20887.Kelch-like ECH-associated protein 1.
1120	CHKL	0.0184428	choline kinase-like.CHETK.cholineethanolamine kinase isoform b.
55350	VNN3	0.0184573	vanin 3.HSA238982.vanin 3 isoform 2 precursor.
6532	SLC6A4	0.0185328	"solute carrier family 6 (neurotransmitter transporter, serotonin), member 4.SERT; 5-HTT.solute carrier family 6 member 4."
1617	DAZ	0.0187757	deleted in azoospermia.DAZ1; SPGY.deleted in azoospermia.
10543		0.018791	
54507	TSRC1	0.0188785	thrombospondin repeat containing 1.DKFZP434K1772.thrombospondin repeat containing 1.
1308	COL17A1	0.0189819	"collagen, type XVII, alpha 1.BP180; BPAG2; LAD-1; BA16H23.2.alpha 1 type XVII collagen."
56062	KLHL4	0.0190162	kelch-like 4 (Drosophila).KHL4; DKELCHL; KIAA1687.kelch-like 4 isoform 2.
10964	C1orf29	0.0190955	chromosome 1 open reading frame 29.GS3686.histocompatibility 28.Moderately similar to MTAP44|Proteome
4034	LRRN4	0.019143	"leucine rich repeat neuronal 4.LRN; LRRN1.leucine-rich repeat protein, neuronal 1."
481	ATP1B1	0.0193298	"ATPase, NaK transporting, beta 1 polypeptide.ATP1B.ATPase, NaK transporting, beta 1 polypeptide."
6239	RREB1	0.0193833	ras responsive element binding protein 1.FINB; LZ321; RREB-1.ras responsive element binding protein 1.Implicated in transcriptional response to Ras- or Raf-induced cell differentiation; zinc-finger protein|Proteome
9032	TM4SF5	0.019488	transmembrane 4 superfamily member 5..transmembrane 4 superfamily member 5.
54751		0.0195086	FBLP1; MIGFILIN; DKFZp434G171.filamin-binding LIM protein-1.
3050	HBZ	0.0195224	"hemoglobin, zeta..zeta globin."
91369		0.0195642	hypothetical protein MGC15396.
1789	DNMT3B	0.019752	DNA (cytosine-5-)-methyltransferase 3 beta.ICF; M.HsaIIIB.DNA cytosine-5 methyltransferase 3 beta isoform 6.
4162	MCAM	0.0197652	melanoma cell adhesion molecule.CD146; MUC18.melanoma cell adhesion molecule.
8538	BARX2	0.0198755	BarH-like homeobox 2..BarH-like homeobox 2.
6503	SLA	0.0199439	Src-like-adaptor.SLA1; SLAP.Src-like-adaptor.
3626	INHBC	0.0200842	"inhibin, beta C.IHBC.inhibin beta C chain preproprotein."
165215		0.0202351	KIAA1946 protein.
5997	RGS2	0.0203029	"regulator of G-protein signalling 2, 24kDa.G0S8.regulator of G-protein signalling 2, 24kDa."
84141		0.0204171	hypothetical protein FLJ13391.
3006	HIST1H1C	0.0206681	"histone 1, H1c.H1.2; H1F2; MGC:3992.H1 histone family, member 2."
3291	HSD11B2	0.0207993	hydroxysteroid (11-beta) dehydrogenase 2.AME; AME1; HSD11K.hydroxysteroid (11-beta) dehydrogenase 2.
11085	ADAM30	0.0210581	a disintegrin and metalloproteinase domain 30.svph4.a disintegrin and metalloproteinase domain 30 preproprotein.
51458	RHCG	0.021169	"Rhesus blood group, C glycoprotein.RHGK.Rh type C glycoprotein."
55237	C14orf115	0.0211698	chromosome 14 open reading frame 115.FLJ10811.chromosome 14 open reading frame 115.
2633	GBP1	0.0212169	"guanylate binding protein 1, interferon-inducible, 67kDa..guanylate binding protein 1, interferon-inducible, 67kD."
5579	PRKCB1	0.021324	"protein kinase C, beta 1.PKCB; PRKCB; PRKCB2.protein kinase C, beta 1."
84418		0.0222384	putative nuclear protein ORF1-FL49.
8916	HERC3	0.0222819	hect domain and RLD 3.KIAA0032.hect domain and RLD 3.
6304	SATB1	0.0222843	special AT-rich sequence binding protein 1 (binds to nuclear matrixscaffold-associating DNAs)..special AT-rich sequence binding protein 1.
10027		0.022384	
23612	PHLDA3	0.022384	"pleckstrin homology-like domain, family A, member 3.TIH1.pleckstrin homology-like domain, family A, member 3."
50652	PCA3	0.0226896	prostate cancer antigen 3.DD3..
1545	CYP1B1	0.0227055	"cytochrome P450, family 1, subfamily B, polypeptide 1.CP1B; GLC3A.cytochrome P450, family 1, subfamily B, polypeptide 1."
57823	SLAMF7	0.0228866	SLAM family member 7.19A; CS1; CRACC.SLAM family member 7.
1589	CYP21A2	0.0232095	"cytochrome P450, family 21, subfamily A, polypeptide 2.CAH1; CPS1; CA21H; CYP21; CYP21B; P450c21B.cytochrome P450, family 21, subfamily A, polypeptide 2."
81558		0.0232123	CEBP-induced protein.
2901	GRIK5	0.0234167	"glutamate receptor, ionotropic, kainate 5.KA2; EAA2.glutamate receptor KA2 precursor."
4088	MADH3	0.0234835	"MAD, mothers against decapentaplegic homolog 3 (Drosophila).SMAD3; JV15-2.MAD, mothers against decapentaplegic homolog 3."
1804	DPP6	0.0236007	dipeptidylpeptidase 6.DPPX.dipeptidylpeptidase VI isoform 2.
3855	KRT7	0.0236042	keratin 7.K7; CK7; SCL; K2C7; MGC3625.keratin 7.
4828	NMB	0.0237269	neuromedin B..neuromedin B.
80731		0.0237828	
79173		0.0239014	hypothetical protein MGC11271.
590	BCHE	0.0240178	butyrylcholinesterase.E1; CHE1.butyrylcholinesterase precursor.
3766	KCNJ10	0.0241586	"potassium inwardly-rectifying channel, subfamily J, member 10.KIR1.2; KIR4.1; BIRK-10; KCNJ13-PEN.potassium inwardly-rectifying channel J10."
22899	ARHGEF15	0.02431	Rho guanine nucleotide exchange factor (GEF) 15.FLJ13791; KIAA0915; MGC44868.Rho guanine exchange factor 15.
10205	EVA1	0.0244259	epithelial V-like antigen 1.EVA; MPZL2.epithelial V-like antigen 1 precursor.
50937	CDON	0.0245334	"cell adhesion molecule-relateddown-regulated by oncogenes.MTMOD; Sk-Tmod; UTMOD; U-Tmod; NTMOD; N-Tmod; SA-2; SCL; Scly1; Scly2; 9830169H08; CHK2; Cds1; Rad53; HUCDS1; H19; mh19; Hem-2; GARP45; NBP-45; Evi27; Il17br; IL-17ER; IL17RH1; IL-17Rh1; MGC37773; C1rb; RK17; Olg-2; Bhlhb1; Olg-1; Bhlhb6; D7Wsu62e; JKTBP; D5Wsu145e; D5Ertd650e; Epcs32; 5033430J04Rik; MAFA; 2F1-Ag; MAFA-L; IL-22; Iltif; IL-TIF; LTg; HVEML; LIGHT; Ly113; HVEM-L; Wsx1; WSX-1; IL-27R; B55; MINK; Ysk2; LAT2; CDO; ORCAM.surface glycoprotein, Ig superfamily member."
6955	TRA@	0.0246946	T cell receptor alpha locus.TRA; TCRA..
84525		0.0247941	OB1; LAGY; Toto; Cameo; NECC1; SMAP31.homeodomain-only protein.
2817	GPC1	0.024844	glypican 1..glypican 1 precursor.
55937	APOM	0.0248925	apolipoprotein M.PAP-1; FBP30; Fnbp30; CTPsH; G3a; NG20; HSPC336; MGC:22400.apolipoprotein M.
8705	B3GALT4	0.0250896	"UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 4.GalT4; Gal-T2; beta3GALT4; DJ1033B10.3; beta3Gal-T4.UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase 4."
1300	COL10A1	0.0251135	"collagen, type X, alpha 1(Schmid metaphyseal chondrodysplasia)..collagen, type X, alpha 1 precursor."
2948	GSTM4	0.0253587	glutathione S-transferase M4.GTM4; GSTM4-4; MGC9247.glutathione S-transferase M4 isoform 3.
5313	PKLR	0.0253642	"pyruvate kinase, liver and RBC.PK1; PKL; RPK.pyruvate kinase, liver and RBC isoform 2."
27229	Pla2g7	0.0255896	"phospholipase A2, group VII (platelet-activating factor acetylhydrolase, plasma).Ly102; Pclp1; Nesk; U33; U32; U34; U35; U35; Ask; Dbf4; AZ2; OR93; 912-93; Olfr4-3; MOR175-1; Mm1; Mml; Slam; CD150; IPO-3; CDw150; ESTM51; 4933415F16; Sgkl; CAF-1; Cac1p; 53BP1; m53BP1; 110kDa; Tceb3a; 1700055J08Rik; 2510027P10Rik.gamma tubulin ring complex protein (76p gene)."
54476		0.0261949	ZIN; U7I1; UBCE7IP1.TRIAD3 protein.
27109	ATP5S	0.0266769	"ATP synthase, H transporting, mitochondrial F0 complex, subunit s (factor B).ATPW; HSU79253.mitochondrial ATP synthase regulatory component factor B.Protein of unknown function|Proteome"
9087	TMSB4Y	0.026728	"thymosin, beta 4, Y-linked.TB4Y; MGC26307.thymosin, beta 4, Y chromosome."
64101	LRRC4	0.0268726	leucine rich repeat containing 4.NAG14.NAG14 protein.
1084	CEACAM3	0.0272354	carcinoembryonic antigen-related cell adhesion molecule 3.CGM1; CD66D; CD66d.carcinoembryonic antigen-related cell adhesion molecule 3.
9060	PAPSS2	0.0273522	3
251	ALPPL2	0.0273654	"alkaline phosphatase, placental-like 2.ALPG; GCAP; ALPPL.placental-like alkaline phosphatase preproprotein."
9662		0.0274527	KIAA0635 gene product.
9953	HS3ST3B1	0.0275755	heparan sulfate (glucosamine) 3-O-sulfotransferase 3B1.30ST3B1; 3OST3B1.heparan sulfate D-glucosaminyl 3-O-sulfotransferase 3B1.
10297		0.0276447	APC2.adenomatous polyposis coli like.
1917	EEF1A2	0.0278564	eukaryotic translation elongation factor 1 alpha 2.HS1; STN; EF1A; EEF1AL; EF-1-alpha-2.eukaryotic translation elongation factor 1 alpha 2.
710	SERPING1	0.0279979	"serine (or cysteine) proteinase inhibitor, clade G (C1 inhibitor), member 1, (angioedema, hereditary).C1IN; C1NH; HAE1; HAE2; C1-INH.complement component 1 inhibitor precursor."
762	CA4	0.0281723	carbonic anhydrase IV.CAIV.carbonic anhydrase IV precursor.
28984		0.0286005	RGC32 protein.
29958		0.0286572	DMGDHD; ME2GLYDH.dimethylglycine dehydrogenase precursor.
3976	LIF	0.0287171	leukemia inhibitory factor (cholinergic differentiation factor).CDF; HILDA; D-FACTOR.leukemia inhibitory factor (cholinergic differentiation factor).
9884		0.0288473	KIAA0563 gene product.
10570	DPYSL4	0.0289965	dihydropyrimidinase-like 4.CRMP3; DRP-4; ULIP4.dihydropyrimidinase-like 4.
10211	FLOT1	0.029214	flotillin 1..flotillin 1.
5676	PSG7	0.0292323	pregnancy specific beta-1-glycoprotein 7..pregnancy specific beta-1-glycoprotein 7.
9215	LARGE	0.0292634	like-glycosyltransferase.KIAA0609.like-glycosyltransferase.
54784		0.029532	hypothetical protein FLJ20013.
55857	C20orf19	0.029532	chromosome 20 open reading frame 19.HT013; DKFZP586H021.uncharacterized hypothalamus protein HT013.
10644		0.0295821	IMP2; VICKZ2.IGF-II mRNA-binding protein 2.
27350	APOBEC3C	0.0295821	"apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3C.PBI; ARP5; ARDC2; ARDC4; APOBEC1L; MGC19485; bK150C2.3.apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3C."
65259		0.0298974	hypothetical protein FLJ23360.
713	C1QB	0.0299106	"complement component 1, q subcomponent, beta polypeptide..complement component 1, q subcomponent, beta polypeptide precursor."
4820	NKTR	0.0299367	natural killer-tumor recognition sequence..natural killer-tumor recognition sequence.
9056	SLC7A7	0.0302271	"solute carrier family 7 (cationic amino acid transporter, y system), member 7.LPI; LAT3; YLAT1; yLAT-1.solute carrier family 7 (cationic amino acid transporter, y system), member 7."
51156	SERPINA10	0.0303885	"serine (or cysteine) proteinase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 10.PZI; ZPI; CENTERIN.serine (or cysteine) proteinase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 10."
9843	HEPH	0.0306045	hephaestin.KIAA0698.hephaestin isoform b.
22942		0.0307687	
5016	OVGP1	0.0309621	"oviductal glycoprotein 1, 120kDa (mucin 9, oviductin).MUC9.oviductal glycoprotein 1, 120kDa (mucin 9, oviductin)."
55000		0.0311027	hypothetical protein FLJ20618.
18	ABAT	0.0315505	4
84707		0.0315924	X-linked protein.
316	AOX1	0.0316962	aldehyde oxidase 1.AO; AOH1.aldehyde oxidase 1.
593	BCKDHA	0.0318334	"branched chain keto acid dehydrogenase E1, alpha polypeptide (maple syrup urine disease).MSUD; MSUD1.branched chain keto acid dehydrogenase E1, alpha polypeptide (maple syrup urine disease)."
4233	MET	0.032076	met proto-oncogene (hepatocyte growth factor receptor).HGFR; RCCP2.met proto-oncogene precursor.
53335	BCL11A	0.0321678	B-cell CLLlymphoma 11A (zinc finger protein).2900026I01Rik; 5730435J01Rik; 1110065P14Rik; 76p; MGC28085; 4932441P04Rik; Fubp1; 9530027K12Rik; AA672926; D2Ertd198e; 2810003M17Rik; 5930426I11Rik; 1110053A20Rik; D2Ertd504e; 4930505A13Rik; D1Ertd692e; 4921507O14Rik; 1700025D04Rik; D4S43h; D5H4S43; 4932411A20Rik; 5730576N04Rik; E1; D4S115h; D5H4S115; Doc-1r; 5830466O21Rik; 2810430B18Rik; 1700036B12Rik; MGC7199; 1600027K07Rik; Pibf1; 1700017E21Rik; 4933439E17Rik; 5430429D21Rik; D19Ertd609e; PBK; Topk; 2810434B10Rik; Sapl; D19Bwg1430e; 493052
4818	NKG7	0.032242	natural killer cell group 7 sequence.GIG1.natural killer cell group 7 sequence.
579	BAPX1	0.0323302	bagpipe homeobox homolog 1 (Drosophila).NKX3B; NKX3-2; NKX3.2.bagpipe homeobox 1.
30850		0.0325802	paraneoplastic antigen.
9091	PIGQ	0.0325866	"phosphatidylinositol glycan, class Q.GPI1; hGPI1; MGC12693.phosphatidylinositol glycan, class Q isoform 2."
9154	SLC28A1	0.0326767	"solute carrier family 28 (sodium-coupled nucleoside transporter), member 1.CNT1; HCNT1.solute carrier family 28 (sodium-coupled nucleoside transporter), member 1."
7422	VEGF	0.0328723	vascular endothelial growth factor.VEGFA.vascular endothelial growth factor.
8729	GBF1	0.0333041	golgi-specific brefeldin A resistance factor 1.KIAA0248.golgi-specific brefeldin A resistance factor 1.
195	AHNAK	0.0333181	AHNAK nucleoprotein (desmoyokin).AHNAKRS..
57205	ATP10D	0.0338683	"ATPase, Class V, type 10D.ATPVD; KIAA1487.ATPase, Class V, type 10D."
4015	LOX	0.0338706	lysyl oxidase..lysyl oxidase preproprotein.
79784	MYH14	0.0338851	"myosin, heavy polypeptide 14.FLJ13881; KIAA2034.myosin, heavy polypeptide 14."
4311	MME	0.0338982	"membrane metallo-endopeptidase (neutral endopeptidase, enkephalinase, CALLA, CD10).NEP; CD10; CALLA.membrane metallo-endopeptidase."
3818	KLKB1	0.0340533	"kallikrein B, plasma (Fletcher factor) 1.KLK3.plasma kallikrein B1 precursor."
113130	CDCA5	0.0342953	cell division cycle associated 5.MGC16386.cell division cycle associated 5.
9344		0.0342995	KIAA0881..
10314	LANCL1	0.034536	LanC lantibiotic synthetase component C-like 1 (bacterial).p40; GPR69A.lanthionine synthetase C-like protein 1.
5260	PHKG1	0.034748	"phosphorylase kinase, gamma 1 (muscle).PHKG.phosphorylase kinase, gamma 1 (muscle)."
2358	FPRL1	0.0348631	formyl peptide receptor-like 1.ALXR; HM63; FMLPX; FPR2A; FPRH1; FPRH2; LXA4R; FMLP-R-II.formyl peptide receptor-like 1.
